document_id,title,authors,year,source,pmid,doi,url,document_type,topic,subtopic,full_text_available
doc_42582135,Malignancies after vascularized composite allotransplantation.,"['Schaschinger Thomas', 'Niederegger Tobias', 'Doll David', 'Munzinger Robert', 'Hundeshagen Gabriel', 'Heiland Max', 'Cetrulo Curtis L', 'Lellouch Alexandre G', 'Knoedler Leonard']",2026,PubMed,42582135,10.3389/fimmu.2026.1905254,https://pubmed.ncbi.nlm.nih.gov/42582135/,scientific_paper,melanoma_fundamentals,general,False
doc_42567394,"Ferroptosis in vitiligo and melanoma: Opposing susceptibilities, shared mechanisms, and therapeutic targets.","['Zhang Chunyan', 'Xu Faming']",2026,PubMed,42567394,10.1016/j.yexcr.2026.115148,https://pubmed.ncbi.nlm.nih.gov/42567394/,scientific_paper,melanoma_fundamentals,general,False
doc_42563937,"Vulvar malignant melanoma versus vaginal malignant melanoma: distinct biology, distinct clinical behavior, and distinct management?",['Xu Fangyu'],2026,PubMed,42563937,10.3389/fonc.2026.1907495,https://pubmed.ncbi.nlm.nih.gov/42563937/,scientific_paper,melanoma_fundamentals,general,False
doc_42558447,"Modeling rare melanoma subtypes: mechanisms, microenvironments and translational opportunities.","['Meng Qingxue', 'Yan Fengxu', 'You Chenchen', 'Xu Ruzhong', 'Jing Taixing', 'Ni Danyang', 'Hou Chenyang', 'Xu Dandan', 'Liu Shan', 'Guo Fei', 'Li Zhongwu', 'Ran Rensen', 'Liang Weizheng']",2026,PubMed,42558447,10.3389/fonc.2026.1832600,https://pubmed.ncbi.nlm.nih.gov/42558447/,scientific_paper,melanoma_fundamentals,general,False
doc_42545806,The Biological Basis of the Merlin CP-GEP Assay: Integrin Signaling and Early Metastatic Competence in Cutaneous Melanoma.,"['Jing Frank Z', 'Meves Alexander']",2026,PubMed,42545806,10.1111/ijd.70610,https://pubmed.ncbi.nlm.nih.gov/42545806/,scientific_paper,melanoma_fundamentals,general,False
doc_42539465,Parasite in cancer therapy: molecular mechanisms and translational potential.,"['Liao Juanyan', 'Hou Xingyu', 'Tang Haolin', 'Li Qing']",2026,PubMed,42539465,10.3389/fimmu.2026.1901126,https://pubmed.ncbi.nlm.nih.gov/42539465/,scientific_paper,melanoma_fundamentals,general,False
doc_42533258,Impact of Dietary Fiber Intake on the Immunological Response to Immunotherapy in Cancer Patients: A Scoping Review.,"['Sousa Michele Edmila Silva', 'de Almeida Valéria Duarte', 'da Silva Júnior Roque Ribeiro', 'de Fernandes Thales Allyrio Araújo Medeiros', 'de Andrade Micássio Fernandes']",2026,PubMed,42533258,10.1002/cam4.72108,https://pubmed.ncbi.nlm.nih.gov/42533258/,scientific_paper,melanoma_fundamentals,general,False
doc_42520533,"Updating melanoma therapy regarding melanin structure: Advances and proposals from biophysics, histochemistry and cell biology.","['Stockert Juan C', 'Blázquez-Castro Alfonso']",2026,PubMed,42520533,10.1016/j.acthis.2026.152355,https://pubmed.ncbi.nlm.nih.gov/42520533/,scientific_paper,melanoma_fundamentals,general,False
doc_42519309,Cytokine delivery and targeting strategies in pet dogs with cancer: a comparative immuno-oncology approach.,"['Passos Barbosa Matheus Moreno', 'Fan Timothy M']",2026,PubMed,42519309,10.3389/fimmu.2026.1906933,https://pubmed.ncbi.nlm.nih.gov/42519309/,scientific_paper,melanoma_fundamentals,general,False
doc_42513455,Cutaneous Malignancies Metastatic to the Female Genital Tract and Pelvic Lymph Nodes: Analysis of Metastatic Patterns and Pathogenesis.,"['Stabile Guglielmo', 'Vona Laura', 'Pelaccia Erika', 'Carlucci Stefania', 'Pitsillidi Anna', 'Formosa Mark', 'Paratore Marco', 'Nappi Luigi']",2026,PubMed,42513455,10.3390/jcm15145541,https://pubmed.ncbi.nlm.nih.gov/42513455/,scientific_paper,melanoma_fundamentals,general,False
doc_42512389,Decoding Post-Transcriptional Networks Governing the Melanoma Extracellular Matrix.,"['Katsoulieris Elias N', 'Ioannou Paraskevi', 'Afratis Nikolaos A']",2026,PubMed,42512389,10.3390/cancers18142326,https://pubmed.ncbi.nlm.nih.gov/42512389/,scientific_paper,melanoma_fundamentals,general,False
doc_42512373,Current Molecular-Targeted Therapies in Melanoma and Their Mechanism of Resistance.,"['Bahari Rose', 'Nguyen Molly', 'Sohail Nayyab', 'Lopez Stephanie', 'Saravanaguru Vasanthi Subaranjana', 'Amin Jeeya', 'Ramaswami Dhruv', 'Kapetaneas Georgia', 'Karne Riya', 'Altayeh Usama', 'Rodgers Kathryn Joi', 'Mehta Aneri Prashant', 'Puri Neelu']",2026,PubMed,42512373,10.3390/cancers18142310,https://pubmed.ncbi.nlm.nih.gov/42512373/,scientific_paper,melanoma_fundamentals,general,False
doc_42511805,MicroRNAs and Cellular Senescence in Melanoma: An Underexplored Link to Tumor Progression-A Systematic Review with Bioinformatics Analyses.,"['Beganović Sabina', 'Marcansoni Tainara', 'Lazzari Virginia', 'Vargas José Eduardo']",2026,PubMed,42511805,10.3390/ijms27146462,https://pubmed.ncbi.nlm.nih.gov/42511805/,scientific_paper,melanoma_fundamentals,general,False
doc_42508144,Uveal melanoma as a stress-dependent malignancy governed by a reprogrammable stress-adaptation network.,"['Wang Tianyu', 'Chang Aiqin', 'Bai Jianhao', 'Liu Zichun', 'Wu Zhiyong']",2026,PubMed,42508144,10.1016/j.tranon.2026.102903,https://pubmed.ncbi.nlm.nih.gov/42508144/,scientific_paper,melanoma_fundamentals,general,False
doc_42500571,Epigenetic Modulators and Immunotherapy in Malignant Melanoma.,"['Anestopoulos Ioannis', 'Kyriakou Sotiris', 'Deligiorgi Maria', 'Trafalis Dimitrios T', 'Botaitis Sotiris', 'Franco Rodrigo', 'Pappa Aglaia', 'Panayiotidis Mihalis I']",2026,PubMed,42500571,10.32604/or.2026.072349,https://pubmed.ncbi.nlm.nih.gov/42500571/,scientific_paper,melanoma_fundamentals,general,False
doc_42621542,Atypical Spitz Tumor Versus Dermatofibroma: Two Case Reports Highlighting a Diagnostic Challenge.,"['Douhi Zakia', 'Aqasbi Ouahi Zineb', 'Tahiri Elousrouti Layla', 'Chbani Laila', 'Mernissi Fatima Zahra']",2026,PubMed,42621542,10.7759/cureus.113021,https://pubmed.ncbi.nlm.nih.gov/42621542/,scientific_paper,dermoscopy,general,False
doc_42620269,GPT Fusion: Integrating Convolutional Neural Networks with GPT-5.5 for Melanoma Diagnosis.,"['Frederickson Katie L', 'Li Dong', 'Adunyah Samuel E', 'Wang Qingguo']",2026,PubMed,42620269,10.21203/rs.3.rs-10500601/v1,https://pubmed.ncbi.nlm.nih.gov/42620269/,scientific_paper,dermoscopy,general,False
doc_42609158,Atypical Lentiginous Melanocytic Proliferations Case Series: Relationship to Type II Dysplastic Nevi and Lentiginous Melanoma.,"['Daruish Maged', 'De Ryck Ella', 'Gadeyne Laura', 'Lemahieu Julie', 'Loontiens Siebe', 'Van Der Meulen Joni', 'Haspeslagh Marc', 'Bastian Boris C', 'Taibjee Saleem']",2026,PubMed,42609158,10.1111/cup.70198,https://pubmed.ncbi.nlm.nih.gov/42609158/,scientific_paper,dermoscopy,general,False
doc_42607248,Atypical Moles.,"['Straub Liza', 'Zeitler Matthew', 'Rayala Brian']",2026,PubMed,42607248,,https://pubmed.ncbi.nlm.nih.gov/42607248/,scientific_paper,dermoscopy,general,False
doc_42590505,Image-Driven Multimodal Deep Learning for Skin Cancer Diagnosis: Cross-Attention Fusion of Dermoscopic Imaging Clinical Data and Knowledge Graphs.,"['Waseem Syeda Sitara', 'Iftikhar Saman', 'Rafiq Ammar', 'Lee Kangyoon', 'Hassan Syed Rizwan']",2026,PubMed,42590505,10.3390/s26154728,https://pubmed.ncbi.nlm.nih.gov/42590505/,scientific_paper,dermoscopy,general,False
doc_42587721,"Pregnancy-Associated Melanoma: A Molecular Reappraisal of the Hormonal Hypothesis, Illustrated by a Postpartum-Persistent Melanoma In Situ.","['Maghiar Laura', 'Iftode Andrada', 'Neamțu Andreea-Adriana', 'Maghiar Teodor-Andrei', 'Chioibas Raul', 'Haj-Ali Diana', 'Dumitrescu Cristina', 'Solomon Ciprian-Nicușor', 'Iovin Valentin-Cristian', 'Tica Ovidiu', 'Huniadi Anca', 'Dehelean Cristina-Adriana', 'Brihan Ilarie']",2026,PubMed,42587721,10.3390/diagnostics16152485,https://pubmed.ncbi.nlm.nih.gov/42587721/,scientific_paper,dermoscopy,general,False
doc_42587688,Causal Uncertainty-Decomposed Ensemble Learning for Confounding-Aware Skin Cancer Detection in Dermoscopic Images.,"['Khan Mohd Faheem', 'Ahmad Khurshid']",2026,PubMed,42587688,10.3390/diagnostics16152453,https://pubmed.ncbi.nlm.nih.gov/42587688/,scientific_paper,dermoscopy,general,False
doc_42582132,Artificial intelligence vs. dermoscopy for malignancy risk stratification of pigmented skin lesions: a systematic review and meta-analysis for public health.,"['Diao Ming', 'Zhu Yaxi', 'Tang Hailing']",2026,PubMed,42582132,10.3389/fmed.2026.1883944,https://pubmed.ncbi.nlm.nih.gov/42582132/,scientific_paper,dermoscopy,general,False
doc_42581958,"Retraction notice to ""An optimal method for melanoma detection from dermoscopy images using reinforcement learning and support vector machine optimized by enhanced fish migration optimization algorithm"" [Heliyon 9 (2023) e21118].","['Liu Qianqian', 'Kawashima Hiroto', 'Rezaei Sofla Asad']",2026,PubMed,42581958,10.1016/j.heliyon.2025.e44383,https://pubmed.ncbi.nlm.nih.gov/42581958/,scientific_paper,dermoscopy,general,False
doc_42577103,"Familial melanoma: genetic, clinical, and dermoscopic insights and follow-up.","['Raika Alise Emma', 'de Las Heras Alonso Maria Elena', 'Sproge Diana', 'Bataraga Elga']",2026,PubMed,42577103,10.3389/fmed.2026.1906952,https://pubmed.ncbi.nlm.nih.gov/42577103/,scientific_paper,dermoscopy,general,False
doc_42567338,Raman spectroscopy aided evaluation of basal cell carcinoma diagnosis: A case report.,"['Wu Minfeng', 'Yang Shiyi', 'Zheng Zhe', 'Fang Shaojun', 'Yu Na', 'Zhu Rongyi', 'Zhang Rongjun']",2026,PubMed,42567338,10.1016/j.pdpdt.2026.105608,https://pubmed.ncbi.nlm.nih.gov/42567338/,scientific_paper,dermoscopy,general,False
doc_42563272,"Small lesion, big challenge? Diagnosis of small diameter melanocytic lesions by dermatologists using AI support.","['Vollmer Anastasia Sophie', 'Nazzaro Gianluca', 'Winkler Julia Katharina', 'Argenziano Giuseppe', 'Lallas Aimilios', 'Kommoss Katharina Susanne', 'Blum Andreas', 'Stolz Wilhelm', 'Maronese Carlo', 'Giacalone Serena', 'Spigariolo Cristina B', 'Roccuzzo Gabriele', 'Avallone Gianluca', 'Guida Stefania', 'Brancaccio Gabriella', 'Broganelli Paolo', 'Pellacani Giovanni', 'Farnetani Francesca', 'Passoni Emanuela', 'Marzano Angelo V', 'Enk Alexander', 'Haenssle Holger Andreas']",2026,PubMed,42563272,10.1111/ddg.70409,https://pubmed.ncbi.nlm.nih.gov/42563272/,scientific_paper,dermoscopy,general,False
doc_42562098,RISK-ADAPTED MONITORING OF MELANOCYTIC LESIONS WITH PERIPHERAL GLOBULES: A LONGITUDINAL COHORT STUDY ON MELANOMA RISK STRATIFICATION.,"['Gündüz Kaan', 'Erol Mart Handan Merve', 'Şimşek Ömer Faruk', 'Özsan İlay', 'Günel Murat Doğuş', 'Öktem Ayşe', 'Akay Bengü Nisa']",2026,PubMed,42562098,10.1016/j.jaad.2026.08.003,https://pubmed.ncbi.nlm.nih.gov/42562098/,scientific_paper,dermoscopy,general,False
doc_42540047,Trial of novel image-enhancement software to assist medical students in identifying dermoscopic features of melanoma.,"['Farmer Stuart', 'Harrison Simone', 'Hudson Jeremy', 'Harvey Nichole', 'Adegboye Oyelola', 'Heal Clare']",2026,PubMed,42540047,10.1093/skinhd/vzag063,https://pubmed.ncbi.nlm.nih.gov/42540047/,scientific_paper,dermoscopy,general,False
doc_42535035,Responsible artificial intelligence in medical imaging: a systematic review.,"['Fahad Nafiz', 'Sadib Ridwan Jamal', 'Sajib Rakib Hossain', 'Morol Md Kishor', 'Nandi Dip', 'Liew Tze Hui']",2026,PubMed,42535035,10.3389/fdgth.2026.1884692,https://pubmed.ncbi.nlm.nih.gov/42535035/,scientific_paper,dermoscopy,general,False
doc_42528320,Dermoscopic-Pathologic Correlates of Invasiveness and Nevus Visibility in Nevus-Associated Melanoma.,"['Spadafora Marco', 'Baschieri Erica', 'Piana Simonetta', 'Kaleci Shaniko', 'Santandrea Giacomo', 'Pellacani Giovanni', 'Longo Caterina']",2026,PubMed,42528320,10.1111/exd.70333,https://pubmed.ncbi.nlm.nih.gov/42528320/,scientific_paper,dermoscopy,general,False
doc_42522804,Artificial Intelligence in Skin Cancer Detection for Primary Care: A Review.,"['Zakout Saeb', 'Zaqout Ihab']",2026,PubMed,42522804,10.31557/APJCP.2026.27.7.2437,https://pubmed.ncbi.nlm.nih.gov/42522804/,scientific_paper,dermoscopy,general,False
doc_42522511,"Use of dermoscopy in patients with dark skin phototypes: Practices, challenges, and diagnostic value.",['Boutaarourt Meryeme'],2026,PubMed,42522511,10.25251/cbt3nw51,https://pubmed.ncbi.nlm.nih.gov/42522511/,scientific_paper,dermoscopy,general,False
doc_42518185,Added value of LC-OCT in equivocal melanocytic lesions: A prospective study.,"['Lenoir Clément', 'Puig Susana', 'Albero-Gónzalez Raquel', 'Suppa Mariano', 'Del Marmol Véronique', 'Cinotti Elisa', 'Tognetti Linda', 'Rubegni Pietro', 'Piscazzi Francesco', 'Perrot Jean-Luc', 'Dorado Christian', 'Carrera Cristina', 'Malvehy Josep', 'Pérez-Anker Javiera']",2026,PubMed,42518185,10.1111/jdv.70645,https://pubmed.ncbi.nlm.nih.gov/42518185/,scientific_paper,dermoscopy,general,False
doc_42517502,"Reflectance Confocal Microscopy Integrated With Dermoscopy in a Real-World Tertiary Referral Cohort: Diagnostic Agreement, Management Outcomes, and Number Needed to Excise in 1057 Lesions.","['Ambrosio Luca', 'Conforti Claudio', 'Di Lella Giovanni', 'Cantisani Carmen', 'Svara Francesca', 'Garbarino Federico', 'Paganelli Alessia', 'Chello Camilla', 'Longo Caterina', 'Nisticò Steven Paul', 'Pellacani Giovanni']",2026,PubMed,42517502,10.1111/ijd.70601,https://pubmed.ncbi.nlm.nih.gov/42517502/,scientific_paper,dermoscopy,general,False
doc_42512282,"Imaging in Cutaneous Melanoma: Current Workup, Surveillance, and Emerging Directions.","['Willem Haley', 'Aguilar Tyler', 'Cowman Arthur W', 'Lourdault Kristel', 'Essner Richard']",2026,PubMed,42512282,10.3390/cancers18142215,https://pubmed.ncbi.nlm.nih.gov/42512282/,scientific_paper,dermoscopy,general,False
doc_42512250,Melanoma Detection in Pigmented Lesions ≤ 6 mm Selected for Excision After Dermoscopy in Routine Practice: A Retrospective Cross-Sectional Study.,"['De Giorgi Vincenzo', 'Cecchi Giovanni', 'Marabini Virginia', 'Gurioli Ginevra', 'Perillo Gabriella', 'Fazzari Federica', 'Zuccaro Biancamaria']",2026,PubMed,42512250,10.3390/cancers18142183,https://pubmed.ncbi.nlm.nih.gov/42512250/,scientific_paper,dermoscopy,general,False
doc_42492634,Clinical and dermoscopic triage of head and neck macules: The role of reflectance confocal microscopy in a prospective study of 2006 lesions.,"['Guida Stefania', 'Pellacani Giovanni', 'Mazzoni Laura', 'Magi Serena', 'Medri Matelda', 'Spadafora Marco', 'Raucci Margherita', 'Mandel Victor Desmond', 'Ciardo Silvana', 'Bassoli Sara', 'Casari Alice', 'Rongioletti Franco', 'Farnetani Francesca', 'Longo Caterina', 'Stanganelli Ignazio']",2026,PubMed,42492634,10.1016/j.jaad.2026.07.051,https://pubmed.ncbi.nlm.nih.gov/42492634/,scientific_paper,dermoscopy,general,False
doc_42445670,Phenotypic and Dermoscopic Features in First-Degree Relatives of Melanoma Patients: A Controlled Cross-Sectional Study.,"['Ünlü Cansu Irmak', 'Sarıcaoğlu Hayriye', 'Aydoğan Kenan', 'Bülbül Başkan Emel', 'Yazici Serkan', 'Öztürk Ferdi', 'Şeker Ümmühan']",2026,PubMed,42445670,10.2147/CCID.S615578,https://pubmed.ncbi.nlm.nih.gov/42445670/,scientific_paper,dermoscopy,general,False
doc_42433998,Earlier detection of melanoma using <i>in vivo</i> reflectance confocal microscopy-a retrospective analysis.,"['Pöschmann Lea', 'Waibel Pauline', 'Gellrich Frank Friedrich', 'Beissert Stefan', 'Hobelsberger Sarah']",2026,PubMed,42433998,10.3389/fmed.2026.1826747,https://pubmed.ncbi.nlm.nih.gov/42433998/,scientific_paper,dermoscopy,general,False
doc_42428349,Image class translation: visual inspection of class-specific hypotheticals and classification based on translation distance.,"['Bowen Mikyla K', 'Wilson Jesse W']",2026,PubMed,42428349,10.1117/1.JMI.13.S1.S11207,https://pubmed.ncbi.nlm.nih.gov/42428349/,scientific_paper,dermoscopy,general,False
doc_42423360,The Role of RCM and LC-OCT in Genodermatoses Associated with Skin Cancer: A Narrative Review.,"['Piscazzi Francesco', 'Carrera Cristina', 'Riera-Monroig Josep', 'Puig Susana', 'Malvehy Josep', 'Anker Javiera', 'Ardigò Marco']",2026,PubMed,42423360,10.2340/actadv.v106.adv-2026-0385,https://pubmed.ncbi.nlm.nih.gov/42423360/,scientific_paper,dermoscopy,general,False
doc_42417446,Cutaneous Melanoma of the Head and Neck: Contemporary Perspectives on Diagnosis and Management.,"['Szewczyk Mateusz', 'Rusek Damian', 'Pazdrowski Jakub']",2026,PubMed,42417446,10.5604/01.3001.0055.7695,https://pubmed.ncbi.nlm.nih.gov/42417446/,scientific_paper,dermoscopy,general,False
doc_42415360,"Long Distance Non-Contact Dermoscopy: Technological Foundations, Clinical Applications, and Future Directions.","['Ferrera Nuria', 'Caño Abel', 'Campos Ricard', 'Carrera Cristina', 'Garcia Rafael', 'González-Villà Sandra', 'Hayat Hassan', 'Lenoir Clément', 'Nazari Sana', 'Podlipnik Sebastian', 'Puig Susana', 'Quintana Josep', 'Ricart Narcis', 'Roth Bernhard', 'Saha Anup', 'Serra Laura', 'Ventura Mark', 'Malvehy Josep']",2026,PubMed,42415360,10.1111/ijd.70560,https://pubmed.ncbi.nlm.nih.gov/42415360/,scientific_paper,dermoscopy,general,False
doc_42414454,Fuzzy cognitive explainable AI framework integrating ResNet-50 and causal clinical concept reasoning for skin lesion detection.,"['Yadav Ram Kumar', 'Nandi Avishek', 'Kumar Vinesh', 'Moriwal Rahul', 'Kumar Manoj']",2026,PubMed,42414454,10.1038/s41598-026-60659-8,https://pubmed.ncbi.nlm.nih.gov/42414454/,scientific_paper,dermoscopy,general,False
doc_42615072,Melanoma arising in nevus spilus: a systematic review and report of two new cases.,"['Di Prete Monia', 'Abdollahzadeh Behnaz', 'Pasquini Paola', 'Ferrari Angela', 'Frascione Pasquale', 'Fargnoli Maria Concetta', 'Cota Carlo']",2026,PubMed,42615072,10.4081/dr.2026.10842,https://pubmed.ncbi.nlm.nih.gov/42615072/,scientific_paper,differential_diagnosis,general,False
doc_42614834,Pleural Metastatic Melanoma with Refractory Hemorrhagic Effusion: A Case Report.,"['Xu Yuxiang', 'Zhuang Kaixue', 'Liu Weijian', 'Zhang Peize', 'Qin Hongjuan', 'Ye Taosheng']",2026,PubMed,42614834,10.2147/CMAR.S608969,https://pubmed.ncbi.nlm.nih.gov/42614834/,scientific_paper,differential_diagnosis,general,False
doc_42612755,Optic disc melanocytoma: Predicting visual field defects and recognizing malignant transformation - a review of current evidence.,"['Teoh Chin Sheng', 'Kwak Jay Jiyong', 'Lee Christopher Seungkyu']",2026,PubMed,42612755,10.1016/j.survophthal.2026.08.006,https://pubmed.ncbi.nlm.nih.gov/42612755/,scientific_paper,differential_diagnosis,general,False
doc_42612753,Iris lesions: A review.,"['Daneshvar Kimia', 'Karkheiran Kasra', 'Ghochani Ghazal', 'Mirzaei Arash', 'Ebrahimiadib Nazanin']",2026,PubMed,42612753,10.1016/j.survophthal.2026.08.009,https://pubmed.ncbi.nlm.nih.gov/42612753/,scientific_paper,differential_diagnosis,general,False
doc_42599278,Histopathology and Clinical Features of SPARK Nevi in a Multi-Institutional Cohort.,"['El-Rayes Dina', 'AlMahdy Albatool', 'Cazzato Gerardo', 'Jour George', 'Alomari Ahmed', 'Plaza Jose A', 'Cheng Tiffany W', 'Moshiri Ata S', 'Mura Mario Della', 'Lospalluti Lucia', 'Torres-Cabala Carlos A', 'Giubellino Alessio']",2026,PubMed,42599278,10.1177/10668969261466611,https://pubmed.ncbi.nlm.nih.gov/42599278/,scientific_paper,differential_diagnosis,general,False
doc_42591528,A comparative analysis of clinical and sonographic features: cutaneous melanoma and melanocytic nevi.,"['Ye Wanli', 'Wang Yongrui', 'Liu Hongyan', 'Jiang Yong', 'Wang Xingheng', 'Qiu Li', 'Tang Yuanjiao']",2026,PubMed,42591528,10.21037/tcr-2026-0511,https://pubmed.ncbi.nlm.nih.gov/42591528/,scientific_paper,differential_diagnosis,general,False
doc_42588658,Metastases to the Male Breast: A Systematic Review.,"['Georgopoulos Nikolaos S', 'Papadoliopoulou Maria', 'Kozonis Alexios', 'Michalopoulos Nikolaos V', 'Arkadopoulos Nikolaos']",2026,PubMed,42588658,10.3390/cancers18152440,https://pubmed.ncbi.nlm.nih.gov/42588658/,scientific_paper,differential_diagnosis,general,False
doc_42587670,In Vivo Visualization and Quantification of Dermal Nevus Microvasculature Using Super-Resolution Ultrasound of Erythrocytes.,"['Baarts Rikke', 'Salari Ali', 'Henriksen Alexander Cuculiza', 'Panduro Nathalie Sarup', 'Bengtsson Emma Kanchana Ertner', 'Ternov Niels Kvorning', 'Clausen Caroline', 'Hölmich Lisbet Rosenkrantz', 'Lönn Lars', 'Sørensen Charlotte Mehlin', 'Jensen Jørgen Arendt', 'Nielsen Michael Bachmann']",2026,PubMed,42587670,10.3390/diagnostics16152433,https://pubmed.ncbi.nlm.nih.gov/42587670/,scientific_paper,differential_diagnosis,general,False
